ID	Sample5_RIBO	Sample10_RIBO	Sample15_RIBO	Sample20_RIBO	Sample1_RIBO	Sample6_RIBO	Sample11_RIBO	Sample16_RIBO	Sample5_RNA	Sample10_RNA	Sample15_RNA	Sample20_RNA	Sample1_RNA	Sample6_RNA	Sample11_RNA	Sample16_RNA
ENSG00000223614	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2
ENSG00000197123	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0
ENSG00000234444	26	18	62	17	22	22	6	12	70	78	66	22	74	87	120	50
ENSG00000173041	36	48	83	28	43	94	26	19	266	453	317	279	424	704	800	376
ENSG00000196247	28	19	30	19	11	37	10	8	189	205	175	145	271	245	338	189
ENSG00000197008	18	16	22	20	14	24	8	18	141	183	154	160	185	144	218	200
ENSG00000198039	1	9	16	7	4	18	2	2	57	89	63	51	45	62	76	47
ENSG00000152926	11	17	23	3	11	15	5	6	4069	5791	5304	4555	3523	4998	6125	6372
ENSG00000213462	47	49	88	65	60	98	19	62	3173	4785	4260	4375	3649	4228	5537	6258
ENSG00000280410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146757	44	72	66	64	52	67	26	30	197	254	204	247	251	306	326	283
ENSG00000280427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196715	169	261	411	338	233	260	108	285	437	385	433	558	441	448	502	676
ENSG00000169919	128	183	276	149	250	199	91	162	368	325	425	349	265	243	360	311
ENSG00000126522	296	376	699	504	486	367	185	381	1144	938	1403	1274	912	803	1056	1158
ENSG00000249319	279	325	542	368	347	339	148	244	655	635	814	750	630	552	692	784
ENSG00000241258	165	214	251	185	202	214	80	128	219	301	194	210	305	259	298	338
ENSG00000169902	576	798	799	575	427	666	158	270	2619	4087	2605	2759	1827	2447	1921	2059
ENSG00000243335	99	172	263	200	148	144	51	117	286	345	324	397	356	335	421	358
ENSG00000154710	433	545	805	511	561	556	164	321	1441	1566	1442	1735	1710	1445	1596	1792
ENSG00000106609	694	726	1077	863	704	744	296	564	1588	1697	1830	2292	1610	1585	1842	2343
ENSG00000126524	1121	1645	2434	1673	1550	1562	501	1031	3045	4539	4425	4468	3937	3926	4709	4759
ENSG00000198874	116	222	201	94	132	162	52	104	344	408	302	299	321	324	323	329
ENSG00000158321	32	11	57	8	17	15	6	8	124	82	335	64	120	56	219	83
ENSG00000185274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277149	2	74	81	50	1	80	14	45	15	87	89	64	9	69	57	80
ENSG00000196313	53	79	87	79	106	77	27	54	202	155	217	134	200	166	208	201
ENSG00000155428	0	0	0	0	0	0	0	0	6	3	7	3	4	4	4	1
ENSG00000130305	39	86	121	64	120	97	27	89	136	139	128	145	100	129	129	134
ENSG00000146755	0	0	0	0	0	0	0	0	4	3	0	0	4	1	0	0
ENSG00000077800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000188763	2	6	9	1	0	1	3	3	17	44	36	10	13	24	23	9
ENSG00000009954	783	931	1391	715	1050	1060	376	483	2107	2220	2381	1811	2399	2161	2991	2390
ENSG00000106635	66	92	152	76	107	82	49	76	496	816	757	628	793	858	838	758
ENSG00000106638	786	900	1405	797	666	886	263	496	1201	1279	1478	1281	872	1028	1014	1009
ENSG00000009950	0	0	1	0	0	0	0	0	0	3	2	0	1	3	3	0
ENSG00000176428	2	7	8	10	7	6	3	5	24	36	22	28	45	34	47	36
ENSG00000176410	121	171	248	138	176	214	85	127	289	294	357	290	350	291	386	292
ENSG00000071462	569	837	1113	878	800	897	348	717	1768	2177	2480	2443	2137	1986	2344	2615
ENSG00000106089	34	61	110	52	46	39	13	34	95	147	155	145	86	102	125	144
ENSG00000106077	16	37	58	47	55	33	25	42	122	96	124	96	137	107	164	138
ENSG00000165215	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189143	0	3	0	0	0	0	0	0	1	1	0	1	2	1	2	1
ENSG00000165171	4	2	25	2	11	9	13	9	19	16	51	29	30	10	112	35
ENSG00000175877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000049540	60	694	4104	151	13	226	94	38	136	474	3175	124	11	89	199	17
ENSG00000106683	112	155	274	296	163	111	50	134	1535	1664	2186	2431	1310	1209	1126	1689
ENSG00000106682	511	838	1073	672	675	688	237	491	1070	1344	1288	1367	1228	1218	1429	1429
ENSG00000086730	0	0	0	0	0	2	0	0	15	14	12	8	6	13	7	13
ENSG00000049541	124	160	171	90	92	138	43	80	212	294	252	228	258	259	348	217
ENSG00000106665	36	84	164	78	107	66	62	84	265	231	421	198	306	234	548	410
ENSG00000006704	69	147	147	106	102	115	36	59	407	614	495	417	359	422	400	446
ENSG00000263001	778	1091	1267	828	1192	1214	353	630	872	838	759	735	881	890	960	1159
ENSG00000158517	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000196275	3	5	3	4	3	3	2	3	8	18	11	16	7	5	11	11
ENSG00000274070	82	192	195	135	174	168	67	100	84	58	49	43	43	53	75	60
ENSG00000274523	328	503	637	377	434	372	125	325	790	852	886	803	670	715	790	846
ENSG00000174428	1	7	9	8	8	7	0	2	11	15	10	10	3	3	15	10
ENSG00000178809	0	0	0	0	0	0	0	0	2	0	2	3	4	5	1	3
ENSG00000272391	43	44	69	47	53	47	22	27	190	118	256	97	193	147	163	111
ENSG00000170092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127946	64	69	123	66	71	81	25	65	104	76	86	71	91	64	81	146
ENSG00000006606	95	51	75	313	207	91	20	267	182	81	80	441	305	116	85	535
ENSG00000106178	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000005486	427	445	679	601	648	470	162	509	1197	1031	1290	1031	1240	1098	998	1250
ENSG00000127948	301	485	786	483	685	661	259	573	757	492	795	597	578	474	569	779
ENSG00000189077	210	246	402	296	370	283	109	259	1586	1565	1694	1703	1694	1491	1706	1777
ENSG00000127952	227	398	452	243	288	407	95	180	1074	1774	1383	1217	1215	1327	1135	1158
ENSG00000146701	2353	2613	3434	2764	2804	3393	1040	2437	3537	3554	3949	3577	3950	3573	3239	4120
ENSG00000177679	1	1	3	2	2	0	0	0	10	9	13	1	7	4	8	3
ENSG00000106211	6589	10117	18622	10594	7918	5314	2976	8530	10011	9516	18438	9133	7979	5528	7265	8451
ENSG00000170027	4047	8829	9042	6199	8154	8246	2551	5977	2923	3412	3228	3182	4111	3708	3643	4408
ENSG00000146700	1	12	15	8	1	3	0	4	27	42	34	27	38	29	31	17
ENSG00000188372	22	12	32	23	35	3	10	11	125	31	110	116	194	48	181	150
ENSG00000091073	33	73	77	61	68	65	28	51	98	96	125	77	63	87	82	91
ENSG00000243566	3	1	7	2	5	2	6	4	10	6	17	4	9	8	9	10
ENSG00000185040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146707	0	2	0	0	0	0	1	0	31	44	30	14	26	34	22	19
ENSG00000135205	1432	882	551	580	224	290	16	98	6372	4654	2183	4111	1314	1548	444	1397
ENSG00000127951	26	36	14	15	26	51	0	4	59	114	32	25	70	118	52	36
ENSG00000186088	1	18	20	12	21	31	8	21	104	236	83	108	254	332	340	351
ENSG00000127947	462	579	884	501	497	800	194	322	2990	4088	3560	3069	3325	3819	3388	3061
ENSG00000187257	132	205	247	133	161	233	59	82	385	481	416	351	434	374	429	442
ENSG00000135211	224	221	316	233	236	280	110	151	676	896	757	846	883	879	1241	1065
ENSG00000006576	1146	1120	1767	1456	1241	1322	388	988	3957	4665	3604	5910	5305	5289	5998	8953
ENSG00000187391	28	47	46	21	46	37	21	36	72	52	69	64	87	53	113	107
ENSG00000127955	326	467	636	388	601	521	278	367	593	737	742	750	1016	825	1575	1334
ENSG00000135218	3	1	8	9	7	3	1	15	26	15	30	78	16	6	49	81
ENSG00000214415	0	4	4	5	1	0	0	1	0	0	3	11	0	0	4	1
ENSG00000075223	2928	4003	6935	2636	3205	4102	1499	1385	6583	8343	8037	6537	6394	7390	9200	5900
ENSG00000019991	0	0	2	1	5	6	1	3	0	2	1	4	11	2	16	17
ENSG00000153956	3510	4328	5940	6466	6521	7099	2010	6690	7400	8121	5794	13586	12700	14350	14033	27996
ENSG00000186472	5	2	2	6	0	4	1	3	7	8	7	22	9	9	10	21
ENSG00000170381	11	69	26	18	34	86	11	10	48	174	31	32	52	159	40	23
ENSG00000075213	28	26	38	158	173	80	35	302	134	62	63	504	390	182	242	1185
ENSG00000153993	18	78	46	31	115	345	71	50	32	156	49	38	189	558	437	198
ENSG00000198822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164659	1113	1127	3292	765	2210	2368	1401	996	3727	4516	7011	2725	5984	6990	12129	4277
ENSG00000135164	134	202	312	116	173	256	83	102	3031	4344	3566	3085	3737	4778	4814	3418
ENSG00000135185	48	123	171	75	75	97	33	37	522	874	660	595	439	621	610	499
ENSG00000005469	370	884	777	341	536	1012	327	312	759	2004	1044	908	1119	2053	2171	1326
ENSG00000005471	0	3	2	0	0	1	0	1	0	5	5	4	5	3	1	15
ENSG00000085563	6	152	59	113	13	322	13	171	18	526	110	373	27	637	130	641
ENSG00000105784	3	163	109	14	3	114	6	9	11	183	87	38	10	125	77	30
ENSG00000075303	32	57	52	33	53	67	8	33	135	238	174	171	151	219	272	219
ENSG00000006634	7	11	37	20	13	18	2	11	126	210	160	151	153	221	194	162
ENSG00000008277	5	6	3	2	0	1	0	2	5	23	13	7	12	19	22	10
ENSG00000075142	868	1212	1735	1231	1065	1274	509	851	2156	3183	2616	3129	2496	2564	3055	3128
ENSG00000127954	0	2	0	0	8	3	4	7	5	4	0	10	6	7	12	9
ENSG00000182348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000164645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164647	3	5	34	30	10	4	14	57	31	31	103	162	61	31	241	454
ENSG00000157214	9	9	31	45	17	23	8	55	8	3	19	31	23	11	45	98
ENSG00000105792	4	5	9	2	16	3	7	10	126	110	131	156	140	107	188	162
ENSG00000283267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105793	182	231	277	107	153	269	72	86	528	894	603	437	648	705	823	525
ENSG00000157224	199	331	413	202	231	320	102	195	394	542	404	399	479	636	594	650
ENSG00000058091	225	261	427	239	209	279	67	114	571	602	533	520	615	598	683	581
ENSG00000157240	59	62	183	75	65	53	42	60	174	123	228	114	82	51	165	97
ENSG00000127989	129	169	160	135	140	207	51	104	464	734	438	488	514	643	602	597
ENSG00000127914	1141	1427	1855	1142	1517	2299	408	1084	8383	12288	7678	10474	10436	11392	10383	11837
ENSG00000001630	777	990	2056	1000	1673	1753	768	1501	969	1516	1737	1549	2235	2166	3977	3606
ENSG00000240720	0	0	0	0	0	0	0	0	12	15	18	20	14	16	11	19
ENSG00000001631	170	237	310	153	242	273	87	120	1682	2359	2007	2028	2214	2171	2846	2268
ENSG00000001629	649	806	1231	740	947	851	423	607	3578	5168	4268	4864	6102	5241	8917	7886
ENSG00000157259	224	252	365	210	239	278	93	148	654	966	694	707	819	928	1024	836
ENSG00000242950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127980	132	135	196	155	158	177	49	100	882	1172	846	976	1106	1141	1319	1223
ENSG00000127993	165	267	338	179	139	222	70	87	491	607	437	481	453	566	519	472
ENSG00000234545	9	7	9	8	10	3	1	3	41	55	40	45	44	53	66	50
ENSG00000105810	1522	2491	3218	1599	3627	2854	1116	1662	382	440	260	341	1072	798	1276	1086
ENSG00000205413	259	227	636	373	306	399	183	318	627	913	1074	1806	1324	1185	2562	2509
ENSG00000177409	84	84	227	94	143	169	63	85	732	871	1259	1075	1202	1215	2328	1307
ENSG00000188175	0	1	3	0	0	0	0	0	0	17	18	5	1	10	22	8
ENSG00000004766	375	473	605	424	392	505	142	305	1797	2266	1584	1977	2032	2114	2413	2633
ENSG00000004948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127928	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000105825	11	12	43	43	3	18	16	25	11	12	23	68	9	17	20	69
ENSG00000127920	80	88	312	240	164	71	78	143	98	101	194	284	149	84	345	366
ENSG00000105829	269	359	419	303	202	298	68	154	704	1176	852	1105	759	823	971	995
ENSG00000164692	40842	64827	134827	49119	91823	97776	41121	53312	283943	195782	397034	189316	143183	141103	202392	174991
ENSG00000127995	43	53	83	88	63	77	18	43	482	711	493	800	590	633	792	903
ENSG00000127990	569	1042	1822	1151	702	1034	526	808	2476	3983	4431	5051	3016	3679	6277	5096
ENSG00000242265	37	32	156	127	81	62	65	123	34	27	60	80	52	32	155	167
ENSG00000158528	0	7	7	4	3	12	5	11	44	95	73	106	143	117	248	268
ENSG00000236197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000105852	1	0	1	1	0	0	1	1	4	2	1	2	6	2	2	1
ENSG00000105854	1945	1759	3033	2508	1803	2330	698	1700	9031	10769	9673	14516	10488	10347	12893	15900
ENSG00000005981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004799	16	8	10	10	21	22	6	22	8	11	14	12	27	20	43	28
ENSG00000158560	308	457	422	336	233	280	50	196	649	837	588	697	441	454	345	702
ENSG00000004864	197	329	455	204	202	215	82	141	526	635	620	514	381	503	494	530
ENSG00000127922	985	1126	1543	874	874	1299	294	550	1524	2407	1682	1680	1877	2109	2421	1800
ENSG00000006377	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105880	3	1	6	1	0	0	0	0	7	1	1	4	11	0	0	1
ENSG00000196636	53	143	159	75	56	105	30	35	150	282	181	160	209	242	221	145
ENSG00000006128	1	4	3	0	0	3	0	0	0	6	3	0	0	6	5	2
ENSG00000070669	4827	8406	11215	1761	3338	6478	1425	439	14069	26668	19486	5477	8728	15197	12090	2459
ENSG00000135175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164715	116	231	225	172	203	216	76	139	360	247	370	229	330	256	436	421
ENSG00000180535	4	14	15	0	1	2	2	2	9	6	14	2	4	4	1	1
ENSG00000205356	127	157	234	147	236	164	71	175	766	546	615	693	553	513	614	752
ENSG00000164713	244	267	397	224	298	287	140	183	1049	1468	1116	973	1393	1285	1655	1098
ENSG00000006453	518	747	654	899	697	636	145	514	1010	918	832	1252	1002	878	643	1136
ENSG00000106236	2	0	6	0	1	0	0	0	5	6	4	0	5	2	2	5
ENSG00000166448	23	35	127	61	51	49	68	82	70	59	195	73	91	56	151	117
ENSG00000196367	483	644	836	570	773	750	206	428	1583	1071	1536	981	1364	1018	1318	1432
ENSG00000198742	363	498	835	582	404	454	150	295	834	830	982	805	694	655	749	789
ENSG00000185467	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000241685	717	766	1175	511	957	993	362	526	2603	3694	3370	2777	2827	3149	3413	2729
ENSG00000130429	1996	3061	4290	3252	3196	2617	957	2900	5126	5866	5731	6763	3953	3879	4158	6270
ENSG00000106244	230	455	424	319	353	358	123	237	714	969	958	754	993	987	1135	782
ENSG00000106245	1204	1767	1875	1048	1145	1608	369	516	4184	7178	5687	4048	4805	5499	4929	3397
ENSG00000106246	104	118	175	138	157	163	54	138	339	338	345	279	279	278	275	283
ENSG00000248919	804	1099	1591	917	995	1220	291	725	1191	1488	1324	1277	1496	1436	1592	1488
ENSG00000160917	250	574	653	159	222	309	68	84	903	1473	1218	448	571	804	683	399
ENSG00000241468	1457	1847	2297	1551	1464	2064	545	1252	2688	3898	2731	3525	3522	3895	3776	3622
ENSG00000198556	20	32	60	22	21	8	8	23	282	237	399	344	197	181	221	239
ENSG00000160908	113	158	266	153	167	196	56	113	583	780	678	605	562	623	679	576
ENSG00000196652	100	112	148	111	142	98	37	72	878	1138	884	917	884	888	878	844
ENSG00000221909	68	80	90	87	57	107	19	38	356	621	451	402	397	533	542	507
ENSG00000197343	185	256	280	137	249	356	96	133	918	1618	1090	847	1389	1714	2227	1323
ENSG00000272647	45	67	62	31	66	70	12	40	128	242	135	104	186	282	250	184
ENSG00000197037	46	96	125	55	109	97	25	62	194	224	197	186	222	218	247	235
ENSG00000106258	2	0	9	2	0	2	0	0	10	1	7	15	0	0	0	3
ENSG00000282301	0	0	0	1	0	0	1	0	1	0	2	1	1	6	2	2
ENSG00000160870	0	0	0	1	0	0	1	0	1	0	2	1	1	6	2	2
ENSG00000160868	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000021461	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000244623	0	0	0	0	0	0	0	0	2	1	3	0	0	1	2	2
ENSG00000146833	472	652	813	488	675	657	193	350	808	736	657	634	768	674	711	580
ENSG00000176402	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000160862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106261	559	599	934	606	705	704	190	428	534	689	469	415	695	650	810	812
ENSG00000166529	68	138	152	123	130	131	42	73	311	397	354	323	320	390	381	305
ENSG00000166526	135	234	240	156	164	239	67	81	482	583	507	492	531	529	537	450
ENSG00000168090	827	1105	1616	1012	1249	1339	392	1041	2401	3174	3032	2838	2978	2786	3128	3215
ENSG00000166508	54	109	115	64	107	70	61	54	1800	1792	1519	1173	1459	1430	1641	895
ENSG00000221838	118	195	290	170	171	139	79	102	484	466	416	440	350	360	420	292
ENSG00000106290	268	452	645	386	364	441	165	246	985	912	1272	768	831	787	1007	827
ENSG00000166997	256	400	463	358	300	292	131	251	687	1067	974	939	724	725	1124	864
ENSG00000214309	11	11	20	6	16	10	8	9	33	37	29	27	30	22	35	17
ENSG00000188186	288	573	651	396	564	506	232	365	937	1497	1127	1037	1269	1263	1509	1300
ENSG00000146826	79	127	213	161	156	132	62	144	589	479	657	562	430	399	530	517
ENSG00000197093	9	18	15	5	9	14	2	3	40	47	87	17	29	29	51	22
ENSG00000213420	1	9	11	5	2	4	1	1	39	56	51	42	23	28	48	25
ENSG00000066923	2	0	3	5	1	1	0	0	15	6	20	13	3	4	16	15
ENSG00000239521	17	65	33	37	32	34	8	17	104	159	113	96	140	169	184	164
ENSG00000213413	0	0	1	1	0	0	0	0	0	1	12	6	0	2	5	5
ENSG00000214300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121716	0	0	0	0	0	0	0	0	659	605	736	719	398	477	605	494
ENSG00000085514	0	0	0	0	0	0	0	1	4	13	23	18	6	6	20	10
ENSG00000078487	6	27	27	16	13	8	13	8	157	281	276	150	249	255	328	152
ENSG00000146834	95	127	198	99	156	153	62	109	522	465	566	372	462	383	499	336
ENSG00000160813	57	85	132	65	97	76	31	55	337	442	324	286	352	318	321	340
ENSG00000185955	0	2	0	1	0	1	0	1	7	3	4	8	3	5	15	11
ENSG00000166925	30	48	37	48	70	45	31	61	357	344	429	288	386	374	477	481
ENSG00000166924	0	0	0	1	0	0	0	0	4	2	6	0	7	1	19	3
ENSG00000106351	70	60	68	91	132	96	63	112	99	80	135	106	135	109	135	187
ENSG00000205307	0	0	0	0	0	0	0	0	17	14	22	8	14	15	12	5
ENSG00000077454	108	105	175	115	154	173	46	119	511	401	544	462	509	392	484	523
ENSG00000106336	0	1	0	3	2	0	0	1	9	8	5	10	5	7	5	6
ENSG00000106333	69	150	320	126	104	188	117	128	186	167	403	180	159	157	210	194
ENSG00000106330	19	29	38	31	41	41	14	38	308	311	387	266	396	349	416	357
ENSG00000106327	0	0	2	5	1	1	0	5	9	3	10	8	4	5	20	14
ENSG00000077080	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000172354	1208	1892	2706	2090	3201	2060	987	2196	3985	4348	4382	3540	4363	3435	4093	4158
ENSG00000146830	44	52	94	57	117	97	27	61	825	1007	871	757	840	940	1019	832
ENSG00000172336	120	186	272	192	192	173	66	156	410	567	549	500	607	527	602	572
ENSG00000130427	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
ENSG00000146839	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000196411	49	100	92	58	139	143	44	68	544	872	734	366	604	890	852	547
ENSG00000146828	128	201	254	164	311	308	89	288	558	552	594	498	560	568	587	653
ENSG00000087077	554	1045	1219	843	1157	1165	537	977	1925	2517	2285	1939	2306	2252	2781	2814
ENSG00000087087	356	615	723	700	647	520	153	557	2152	1795	2214	1729	1824	1669	1941	1754
ENSG00000176125	8	16	18	3	10	5	2	5	19	15	23	16	10	14	25	12
ENSG00000087085	35	54	43	17	28	38	9	9	133	274	129	55	55	160	59	40
ENSG00000169894	0	0	2	0	2	0	0	1	0	0	0	0	4	2	3	4
ENSG00000205277	0	0	0	2	1	1	0	0	2	1	4	12	0	5	8	6
ENSG00000169876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169871	197	251	400	287	361	284	116	222	414	434	445	315	467	448	676	560
ENSG00000106366	113863	121479	254401	166081	136263	123603	43024	165880	113633	66347	141192	116647	73350	58642	56021	125311
ENSG00000106367	1380	2692	3291	3105	2678	1813	745	2116	2813	3630	2880	4336	2994	2761	3258	3985
ENSG00000128564	4	6	21	45	15	3	6	27	10	0	5	9	2	0	2	7
ENSG00000167011	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000106384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000106397	1334	1447	3099	2277	2504	1879	860	2571	3507	2117	4037	2819	2087	1713	1910	2580
ENSG00000106400	1356	2618	3230	2337	2021	2008	701	1298	2784	3742	3075	3471	2863	2907	3097	3134
ENSG00000106404	0	0	1	2	0	1	8	2	185	193	168	128	149	152	167	89
ENSG00000214253	722	884	1305	825	978	835	266	718	4568	6411	5476	5575	5746	5376	5981	5656
ENSG00000128581	183	279	266	156	161	168	60	66	787	1480	1062	824	1020	979	1243	806
ENSG00000160963	0	0	0	0	0	0	0	0	2	6	2	0	0	1	0	0
ENSG00000106436	1	0	1	0	2	2	0	0	0	0	2	1	0	0	0	0
ENSG00000279538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257923	1104	1506	1845	1102	1538	1905	550	992	2666	2841	3171	2041	2973	3109	4012	3118
ENSG00000160999	1	0	4	0	5	0	0	2	37	36	36	14	36	33	61	36
ENSG00000260097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128563	58	84	121	90	83	107	31	47	670	690	619	620	561	589	565	516
ENSG00000160991	31	36	69	52	35	54	8	30	392	412	467	287	310	350	369	315
ENSG00000160993	46	72	92	61	92	75	33	47	160	179	156	149	204	152	183	159
ENSG00000161036	135	229	253	182	219	197	57	136	512	452	523	383	396	342	321	379
ENSG00000005075	52	45	66	32	40	70	13	30	216	377	272	285	284	302	298	275
ENSG00000170667	0	0	3	0	0	0	0	1	7	6	5	2	4	1	13	5
ENSG00000168255	6	2	5	1	5	8	0	5	37	51	51	27	45	29	54	42
ENSG00000270249	5	2	3	1	4	5	0	4	16	24	26	18	23	16	32	31
ENSG00000205238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105808	0	0	0	0	1	0	0	1	4	2	2	8	6	2	7	6
ENSG00000205236	6	0	3	1	0	1	0	0	50	67	41	47	49	39	53	51
ENSG00000267368	6	0	3	1	0	1	0	0	50	67	41	47	49	39	53	51
ENSG00000267645	2	7	2	0	0	7	1	1	10	17	4	5	25	74	10	3
ENSG00000173678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228049	2	7	2	0	0	7	1	1	10	17	4	5	25	74	10	3
ENSG00000279168	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222011	12	7	16	10	17	13	7	11	61	87	63	39	86	93	75	52
ENSG00000161040	8	10	21	80	14	13	12	67	62	72	94	611	80	80	143	715
ENSG00000128606	39	25	203	122	69	72	134	67	187	162	477	555	229	160	1448	376
ENSG00000170632	36	47	53	61	54	74	34	23	466	676	506	529	578	632	771	648
ENSG00000161048	100	106	121	72	142	152	37	63	126	209	126	137	207	247	312	247
ENSG00000105819	599	763	1151	634	707	957	276	502	1976	2995	2454	2304	2236	2861	3237	2670
ENSG00000105821	277	361	438	283	297	447	94	190	2198	3482	2635	2607	2319	2694	2776	2497
ENSG00000161057	1432	2064	2864	2080	1915	2134	701	1586	5385	7682	6214	7634	6822	6671	8162	8293
ENSG00000170615	0	0	0	0	0	0	0	0	8	4	2	0	2	12	19	0
ENSG00000189056	0	0	2	1	0	0	0	0	0	0	0	3	0	0	3	3
ENSG00000164815	294	437	499	276	333	452	115	187	697	1176	889	807	924	1080	1098	948
ENSG00000187416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005483	112	190	203	166	215	235	52	118	1634	1920	1880	1514	2171	2063	2450	1946
ENSG00000135250	532	953	1072	623	849	1019	326	476	1519	2209	1742	1509	2182	2278	2484	2046
ENSG00000091127	131	190	257	143	171	207	64	85	509	613	593	440	540	514	707	531
ENSG00000135249	442	584	940	562	385	519	157	246	1608	2148	1845	2084	1501	1634	1827	1842
ENSG00000185055	0	0	0	2	0	2	0	0	1	0	1	1	1	0	0	2
ENSG00000146776	46	59	83	37	47	72	24	41	84	94	103	70	94	93	135	108
ENSG00000128536	0	0	0	0	0	0	0	0	3	11	1	3	4	3	13	4
ENSG00000008282	1308	1587	2712	1815	1374	1962	743	1320	1651	2223	1856	2567	1961	2020	2872	3225
ENSG00000105835	88	99	148	117	100	117	56	91	165	183	190	193	195	213	446	333
ENSG00000253276	59	94	140	97	92	70	34	86	179	221	223	192	198	191	276	252
ENSG00000105851	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000005249	5	1	1	0	2	0	3	5	4	7	13	6	11	6	25	7
ENSG00000105856	1419	2117	2474	1894	1731	2033	677	1076	4267	6476	4142	5121	5578	5656	6894	5678
ENSG00000164597	718	940	1560	875	750	1024	311	525	2461	3900	2973	3208	2831	3189	3742	3513
ENSG00000172209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105865	34	48	61	28	38	43	14	14	124	236	123	130	173	228	236	161
ENSG00000075790	724	818	1156	1124	668	781	264	611	1902	2588	2212	3594	2212	2234	2871	3964
ENSG00000091137	4	1	10	15	1	3	9	9	17	14	14	54	32	13	32	67
ENSG00000105879	234	319	370	221	237	367	97	141	435	547	530	337	625	648	562	513
ENSG00000091138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091140	1143	1436	2003	1102	1256	1592	447	799	3262	5156	3632	3921	4085	4607	5134	5050
ENSG00000091136	6956	8475	13367	9918	13075	12681	3936	8341	28813	17733	26247	37004	24739	18522	23388	27149
ENSG00000091128	1	2	2	2	4	1	2	4	5	2	6	5	12	11	23	16
ENSG00000091129	32	57	182	68	60	55	43	39	94	177	291	183	129	156	359	174
ENSG00000135241	427	480	718	423	456	619	180	284	2606	4253	3204	3532	3307	3614	4909	4565
ENSG00000177683	166	239	305	138	153	193	70	64	331	501	371	334	411	443	601	415
ENSG00000128590	1245	2482	3198	1809	1404	1979	486	958	2135	3784	2690	3139	2119	3047	3021	3264
ENSG00000184903	50	54	65	72	61	124	20	49	113	240	161	223	156	188	214	265
ENSG00000173114	39	3	220	304	10	3	8	31	497	93	1537	3346	83	36	316	474
